bg_geoid,municipio,building_count,osm_pv_count,detected_pv_count,overlap_count,total_detected_area_deg2,detected_pv_rate,annual_flux_mean_kwh_per_kw_yr,flux_pixel_count,median_household_income_usd,total_housing_units,tenure_total,tenure_owner_occupied,tenure_renter_occupied,race_total,nh_white_alone,nh_black_alone,nh_aian_alone,nh_asian_alone,nh_nhpi_alone,nh_other_alone,nh_two_or_more,hispanic_or_latino,edu_total_25plus,edu_bachelors,edu_masters,edu_professional,edu_doctorate,pct_owner_occupied,pct_bachelor_plus,diversity_index,urban_block_count,total_urban_pop,total_urban_housing_units,urban_land_area_m2,pct_urban_pop,pct_urban_population,pct_urban_housing_units,pct_urban_land_area,is_urban
721270052013,San Juan,295,0,50,0,5.522101301169992e-07,0.1694915254237288,,0,25000.0,301,222,143,79,569,0,0,0,0,0,0,0,569,308,102,5,7,0,0.6441441441441441,0.37012987012987014,0.0,4,689.0,354.0,175805.0,0.6754901960784314,0.6754901960784314,0.8349056603773585,1.0,true
721270052021,San Juan,264,0,10,0,1.0505729851733357e-07,0.03787878787878788,,0,39303.0,369,311,188,123,764,0,0,0,0,0,0,0,764,584,89,74,0,0,0.6045016077170418,0.2791095890410959,0.0,4,754.0,383.0,113388.0,1.0802292263610316,1.0802292263610316,1.1432835820895522,1.0,true
721270052022,San Juan,942,0,41,0,4.7551647577320543e-07,0.0435244161358811,,0,38068.0,994,796,483,313,2472,0,0,0,0,0,67,0,2405,1944,505,114,24,0,0.6067839195979899,0.330761316872428,0.0527379138257873,17,1760.0,969.0,432110.0,0.9523809523809523,0.9523809523809523,0.930835734870317,1.0,true
721270052041,San Juan,377,0,9,0,2.3491521882573552e-08,0.023872679045092837,,0,26000.0,407,310,146,164,881,0,9,0,0,0,0,0,872,659,96,25,0,0,0.47096774193548385,0.18361153262518967,0.02022260845365853,9,734.0,358.0,161340.0,0.9799732977303071,0.9799732977303071,0.8905472636815921,1.0,true
721270052042,San Juan,582,0,65,0,1.1216430223538048e-06,0.11168384879725086,,0,36923.0,490,416,304,112,923,0,0,0,0,0,0,0,923,761,275,91,5,32,0.7307692307692307,0.5295663600525624,0.0,14,999.0,496.0,521186.0,0.8634399308556612,0.8634399308556612,0.9520153550863724,1.0,true
721270052141,San Juan,651,0,51,0,4.993071394195822e-07,0.07834101382488479,,0,20302.0,560,468,217,251,898,0,0,0,0,0,0,0,898,737,94,13,0,0,0.4636752136752137,0.1451831750339213,0.0,18,1592.0,847.0,343854.0,1.1363311920057102,1.1363311920057102,1.0143712574850299,1.0,true
721270052142,San Juan,154,0,17,0,4.5067200786013313e-07,0.11038961038961038,,0,27115.0,1793,1474,857,617,3286,73,0,0,0,0,10,0,3203,2281,539,0,66,55,0.5814111261872456,0.2893467777290662,0.049376557956827494,6,3240.0,2017.0,312952.0,1.5041782729805013,1.5041782729805013,1.434566145092461,1.0,true
721270052151,San Juan,365,0,24,0,2.3369620900161412e-07,0.06575342465753424,,0,17554.0,929,688,266,422,1802,0,0,0,0,0,0,0,1802,1019,219,77,0,0,0.3866279069767442,0.2904808635917566,0.0,13,1551.0,937.0,666061.0,0.9503676470588235,0.9503676470588235,1.001068376068376,1.0,true
721270052152,San Juan,306,0,13,0,7.818702474413524e-08,0.042483660130718956,,0,33988.0,353,265,132,133,707,0,0,0,0,0,0,0,707,506,107,59,0,0,0.4981132075471698,0.32806324110671936,0.0,12,758.0,403.0,172497.0,1.1643625192012288,1.1643625192012288,1.2175226586102719,1.0,true
721270053001,San Juan,381,0,21,0,1.0941234605769704e-07,0.05511811023622047,,0,42978.0,503,393,242,151,1030,33,0,0,0,0,0,0,997,734,150,39,0,22,0.6157760814249363,0.28746594005449594,0.062024696012819236,11,792.0,415.0,185602.0,1.084931506849315,1.084931506849315,0.9975961538461539,1.0,true
721270053002,San Juan,516,0,30,0,1.2907257803321847e-07,0.05813953488372093,,0,35515.0,563,411,283,128,969,0,0,0,0,0,0,0,969,713,229,45,23,0,0.6885644768856448,0.4165497896213184,0.0,12,886.0,497.0,218629.0,1.0033975084937712,1.0033975084937712,1.1531322505800463,1.0,true
721270053003,San Juan,276,0,37,0,2.5295098762269704e-07,0.13405797101449277,,0,18512.0,248,227,145,82,586,0,0,0,0,0,0,0,586,421,63,23,0,0,0.6387665198237885,0.2042755344418052,0.0,9,644.0,325.0,128986.0,0.817258883248731,0.817258883248731,0.8928571428571429,1.0,true
721270054021,San Juan,110,0,28,0,2.0480663879327836e-07,0.2545454545454545,,0,2499.0,752,563,35,528,943,0,0,0,0,0,0,0,943,614,0,0,0,9,0.06216696269982238,0.014657980456026058,0.0,4,1204.0,686.0,155683.0,0.8252227553118574,0.8252227553118574,0.9621318373071529,1.0,true
721270054031,San Juan,620,0,102,0,1.1108915430487533e-06,0.16451612903225807,,0,26410.0,1214,1152,627,525,2333,16,0,0,0,0,0,0,2317,1821,484,246,50,36,0.5442708333333334,0.44810543657331137,0.013622177486992681,14,2772.0,1404.0,554724.0,0.9428571428571428,0.9428571428571428,1.0668693009118542,1.0,true
721270054032,San Juan,563,0,58,0,4.858482424383387e-07,0.10301953818827708,,0,24151.0,1761,1534,936,598,3311,9,0,0,0,0,0,0,3302,2294,760,174,149,113,0.6101694915254238,0.5213600697471665,0.0054216466878980185,18,2927.0,1517.0,1333121.0,1.2195833333333332,1.2195833333333332,1.2001582278481013,1.0,true
721270054041,San Juan,999,0,118,0,1.1792592174904224e-06,0.11811811811811812,1496.8777001161923,698724,50781.0,772,645,484,161,2185,0,0,0,0,0,0,0,2185,1712,698,132,58,0,0.7503875968992249,0.5186915887850467,0.0,30,2062.0,838.0,926328.0,0.9047827994734533,0.9047827994734533,1.062103929024081,1.0,true
721270054051,San Juan,665,0,75,0,9.976814732650381e-07,0.11278195488721804,,0,46286.0,830,666,524,142,1390,0,0,0,0,0,0,65,1325,1047,353,167,216,0,0.7867867867867868,0.7029608404966571,0.08915170022255592,9,1709.0,810.0,706588.0,1.2612546125461255,1.2612546125461255,1.0201511335012594,1.0,true
721270054052,San Juan,601,0,77,0,9.255891227648049e-07,0.1281198003327787,,0,50236.0,720,525,431,94,1221,0,0,0,0,0,0,0,1221,1048,329,95,42,19,0.820952380952381,0.4627862595419847,0.0,7,1123.0,533.0,337464.0,1.3645200486026732,1.3645200486026732,0.9126712328767124,1.0,true
721270054053,San Juan,290,0,14,0,1.0070976745187438e-07,0.04827586206896552,1513.6479722419983,784830,36046.0,1021,907,417,490,2623,0,8,0,0,0,0,0,2615,1512,514,160,0,0,0.4597574421168688,0.44576719576719576,0.00608128132481256,10,2376.0,1076.0,329604.0,1.434782608695652,1.434782608695652,1.4599728629579376,1.0,true
721270055001,San Juan,546,0,14,0,4.580881553928525e-08,0.02564102564102564,,0,35870.0,543,418,125,293,967,0,0,0,0,0,0,0,967,782,182,41,0,0,0.29904306220095694,0.2851662404092072,0.0,8,850.0,489.0,280966.0,0.8551307847082495,0.8551307847082495,1.0915178571428572,1.0,true
721270055002,San Juan,273,0,10,0,8.50001073820595e-08,0.03663003663003663,,0,,327,248,82,166,380,0,0,0,0,0,0,0,380,279,46,0,0,0,0.33064516129032256,0.16487455197132617,0.0,6,675.0,330.0,136656.0,2.800829875518672,2.800829875518672,1.4601769911504425,1.0,true
721270055003,San Juan,139,0,32,0,2.390866914516556e-07,0.2302158273381295,,0,9618.0,571,477,41,436,655,0,0,0,0,0,0,0,655,622,26,16,39,0,0.0859538784067086,0.1302250803858521,0.0,5,1064.0,814.0,140567.0,1.047244094488189,1.047244094488189,1.3986254295532645,1.0,true
721270055004,San Juan,571,0,26,0,2.032391324187583e-07,0.04553415061295972,,0,48563.0,688,595,396,199,1513,0,0,0,0,0,0,0,1513,1262,192,105,20,29,0.6655462184873949,0.27416798732171155,0.0,8,1460.0,730.0,430054.0,1.3493530499075785,1.3493530499075785,1.0944527736131935,1.0,true
721270055005,San Juan,257,0,7,0,7.102920894656102e-08,0.027237354085603113,,0,72143.0,394,248,186,62,653,0,0,0,0,0,0,0,653,479,104,118,0,28,0.75,0.5219206680584552,0.0,10,592.0,283.0,141986.0,1.549738219895288,1.549738219895288,0.9964788732394366,1.0,true
721270056011,San Juan,702,0,48,0,3.164487910537545e-07,0.06837606837606838,,0,33889.0,998,824,497,327,1734,38,13,0,0,0,0,0,1683,1513,513,59,45,28,0.6031553398058253,0.426305353602115,0.05742201894666554,13,1767.0,1029.0,363446.0,1.2061433447098977,1.2061433447098977,1.0564681724845997,1.0,true
721270056012,San Juan,403,0,34,0,2.2575820006773642e-07,0.08436724565756824,,0,42021.0,596,458,265,193,1363,0,0,0,0,0,0,0,1363,965,297,71,31,77,0.5786026200873362,0.49326424870466323,0.0,9,929.0,511.0,294643.0,0.7879558948261238,0.7879558948261238,0.9641509433962264,1.0,true
721270056021,San Juan,68,0,9,0,1.6515155190891923e-08,0.1323529411764706,,0,2499.0,320,275,0,275,665,0,0,0,0,0,0,0,665,298,0,0,0,0,0.0,0.0,0.0,2,655.0,265.0,77784.0,0.9212376933895922,0.9212376933895922,1.0192307692307692,1.0,true
721270056022,San Juan,309,0,15,0,2.1160650429243622e-07,0.04854368932038835,,0,,165,126,77,49,457,0,0,0,0,0,0,110,347,361,149,46,11,44,0.6111111111111112,0.6925207756232687,0.36552724695832883,12,559.0,231.0,199935.0,1.079150579150579,1.079150579150579,0.9665271966527197,1.0,true
721270056023,San Juan,90,0,6,0,8.847648639201203e-08,0.06666666666666667,,0,29888.0,648,470,371,99,690,0,0,0,0,0,0,0,690,665,199,215,14,23,0.7893617021276595,0.6781954887218045,0.0,3,856.0,632.0,118055.0,1.646153846153846,1.646153846153846,1.452873563218391,1.0,true
721270056024,San Juan,242,0,9,0,4.3785199874710005e-08,0.0371900826446281,,0,,310,210,133,77,685,0,0,0,0,0,0,0,685,454,33,44,0,0,0.6333333333333333,0.1696035242290749,0.0,8,467.0,256.0,134072.0,0.8616236162361623,0.8616236162361623,0.6580976863753213,1.0,true
721270056025,San Juan,81,0,4,0,4.337474952709484e-08,0.04938271604938271,,0,14965.0,585,489,184,305,893,0,0,0,0,0,0,0,893,677,120,43,27,0,0.37627811860940696,0.28064992614475626,0.0,2,1169.0,609.0,91072.0,0.9982920580700256,0.9982920580700256,0.9456521739130435,1.0,true
721270058001,San Juan,238,0,6,0,2.7385330004329092e-08,0.025210084033613446,,0,22500.0,426,334,142,192,546,0,0,0,0,0,0,0,546,488,61,34,19,0,0.4251497005988024,0.2336065573770492,0.0,9,562.0,333.0,219208.0,1.367396593673966,1.367396593673966,0.9460227272727273,1.0,true
721270058002,San Juan,324,0,8,0,6.873522338478462e-08,0.024691358024691357,,0,30488.0,614,518,277,241,1004,0,0,0,0,0,0,0,1004,776,276,130,0,0,0.5347490347490348,0.5231958762886598,0.0,12,1121.0,654.0,185061.0,0.9841966637401229,0.9841966637401229,0.961764705882353,1.0,true
721270058003,San Juan,274,0,31,0,2.3004467684141482e-07,0.11313868613138686,,0,,329,311,266,45,754,12,0,0,0,0,0,0,742,518,166,122,88,41,0.8553054662379421,0.805019305019305,0.03132365667808812,12,525.0,253.0,194627.0,0.7824143070044709,0.7824143070044709,0.6856368563685636,1.0,true
721270058004,San Juan,179,0,33,0,1.0807597540178527e-06,0.18435754189944134,1564.7218546635916,377546,,73,0,0,0,214,0,0,0,11,0,0,0,203,11,11,0,0,0,,1.0,0.09751943401170404,11,34.0,50.0,890100.0,0.09631728045325778,0.09631728045325778,0.9803921568627451,1.0,true
721270059001,San Juan,279,0,13,0,9.940152731517573e-08,0.04659498207885305,,0,32344.0,669,515,304,211,1302,0,0,0,0,0,0,0,1302,950,208,7,15,0,0.5902912621359223,0.24210526315789474,0.0,8,990.0,554.0,125143.0,1.346938775510204,1.346938775510204,1.0091074681238617,1.0,true
721270059002,San Juan,243,0,10,0,7.574996229220696e-08,0.0411522633744856,,0,,379,269,189,80,529,0,0,0,0,0,0,0,529,458,143,55,0,0,0.7026022304832714,0.43231441048034935,0.0,8,560.0,324.0,100893.0,0.9395973154362416,0.9395973154362416,0.9671641791044776,1.0,true
721270060001,San Juan,109,0,6,0,8.772300871981914e-09,0.05504587155963303,1609.456793424904,10882,16938.0,475,328,126,202,767,0,0,0,0,0,0,0,767,554,23,0,0,0,0.38414634146341464,0.04151624548736462,0.0,4,638.0,460.0,67405.0,0.8472775564409031,0.8472775564409031,0.9978308026030369,1.0,true
721270060002,San Juan,338,0,9,0,2.6560450607406266e-08,0.026627218934911243,,0,17235.0,687,495,258,237,870,0,24,0,0,0,0,0,846,687,113,27,0,0,0.5212121212121212,0.20378457059679767,0.05365041617122479,12,979.0,646.0,261267.0,1.0504291845493563,1.0504291845493563,1.0453074433656957,1.0,true
721270061011,San Juan,265,5,33,3,8.475377717161387e-07,0.12452830188679245,1671.371638974769,116890,23452.0,875,432,242,190,676,0,0,0,0,0,0,0,676,606,93,54,0,0,0.5601851851851852,0.24257425742574257,0.0,6,1270.0,709.0,321796.0,1.1662075298438934,1.1662075298438934,0.7912946428571429,1.0,true
721270061012,San Juan,42,0,10,0,9.940971056653962e-08,0.23809523809523808,,0,,740,460,129,331,946,0,0,0,0,0,0,0,946,717,130,67,0,0,0.28043478260869564,0.27475592747559274,0.0,2,1019.0,667.0,74592.0,1.0313765182186234,1.0313765182186234,1.1681260945709282,1.0,true
721270061013,San Juan,82,3,15,3,2.0252654475127538e-07,0.18292682926829268,,0,7661.0,950,727,173,554,947,0,0,0,0,0,0,0,947,829,77,24,21,30,0.23796423658872076,0.18335343787696018,0.0,5,1261.0,887.0,166857.0,0.97,0.97,0.9558189655172413,1.0,true
721270061021,San Juan,740,6,45,4,3.6700762246515985e-07,0.060810810810810814,,0,20556.0,843,554,190,364,1049,0,9,0,0,0,0,0,1040,932,314,77,35,0,0.34296028880866425,0.4570815450643777,0.01701198017813521,17,1227.0,825.0,675932.0,0.9839615076182838,0.9839615076182838,0.972877358490566,1.0,true
721270062001,San Juan,260,6,5,3,6.8076396349577865e-09,0.019230769230769232,1610.934475239363,546783,14515.0,479,355,121,234,631,0,0,0,0,0,0,0,631,497,47,42,0,0,0.3408450704225352,0.1790744466800805,0.0,9,607.0,382.0,88490.0,0.7965879265091863,0.7965879265091863,0.9317073170731708,1.0,true
721270062002,San Juan,641,5,7,1,9.807979770165134e-08,0.0109204368174727,1642.2905391868574,25459,13385.0,669,426,168,258,981,0,0,0,0,0,0,0,981,687,87,12,0,0,0.39436619718309857,0.14410480349344978,0.0,17,1027.0,700.0,175804.0,0.9697828139754485,0.9697828139754485,0.8641975308641975,1.0,true
721270063011,San Juan,262,19,22,10,3.374672399453198e-07,0.08396946564885496,,0,71379.0,293,252,75,177,630,0,0,0,0,0,0,0,630,519,227,96,34,0,0.2976190476190476,0.6878612716763006,0.0,17,728.0,387.0,127468.0,1.9007832898172323,1.9007832898172323,1.3920863309352518,1.0,true
721270063012,San Juan,320,11,10,5,5.9480161227529635e-08,0.03125,,0,,434,294,62,232,574,0,0,0,0,0,0,0,574,407,74,28,0,8,0.2108843537414966,0.2702702702702703,0.0,13,661.0,470.0,138342.0,0.7677119628339141,0.7677119628339141,1.0195227765726682,1.0,true
721270063013,San Juan,463,27,63,18,1.2761772086169598e-06,0.13606911447084233,,0,,853,634,396,238,1968,0,0,0,0,0,0,0,1968,1754,362,205,43,24,0.6246056782334385,0.3614595210946408,0.0,21,1242.0,741.0,329227.0,0.9152542372881356,0.9152542372881356,1.0833333333333333,1.0,true
721270063021,San Juan,26,1,8,1,1.3644188765967748e-07,0.3076923076923077,,0,30000.0,488,388,209,179,506,18,0,0,0,0,0,0,488,461,196,48,29,9,0.538659793814433,0.6117136659436009,0.06861535096627036,2,621.0,494.0,43968.0,0.9186390532544378,0.9186390532544378,0.8606271777003485,1.0,true
721270063022,San Juan,96,0,17,0,3.441330680695733e-07,0.17708333333333334,,0,50500.0,849,706,417,289,1355,0,0,0,10,0,0,0,1345,1116,345,266,94,20,0.5906515580736544,0.649641577060932,0.014651216622867391,12,1200.0,896.0,175056.0,1.1121408711770158,1.1121408711770158,1.2190476190476192,1.0,true
721270063023,San Juan,364,31,38,25,1.8101481730855274e-06,0.1043956043956044,,0,19554.0,783,593,225,368,1261,0,0,0,0,0,0,0,1261,953,367,174,50,23,0.3794266441821248,0.6442812172088143,0.0,18,1049.0,583.0,242478.0,0.9043103448275862,0.9043103448275862,0.8486171761280932,1.0,true
721270065001,San Juan,365,47,42,22,1.1014783058614206e-06,0.11506849315068493,,0,56447.0,300,168,57,111,410,11,0,0,0,0,0,8,391,379,96,74,0,6,0.3392857142857143,0.46437994722955145,0.08943486020226066,20,408.0,276.0,309958.0,0.8192771084337349,0.8192771084337349,0.7818696883852692,1.0,true
721270065002,San Juan,306,34,36,20,3.792394676079071e-07,0.11764705882352941,1645.4401456527626,81790,45938.0,425,259,163,96,427,21,0,0,0,0,0,0,406,403,113,71,23,27,0.6293436293436293,0.5806451612903226,0.09352324643912935,17,630.0,428.0,193523.0,1.351931330472103,1.351931330472103,1.0288461538461537,1.0,true
721270065003,San Juan,431,31,20,8,1.866535147213936e-07,0.04640371229698376,,0,30400.0,403,258,138,120,640,0,0,0,0,0,0,0,640,485,205,54,28,25,0.5348837209302325,0.643298969072165,0.0,11,563.0,401.0,196382.0,1.1680497925311204,1.1680497925311204,0.9282407407407407,1.0,true
721270066001,San Juan,48,0,0,0,0.0,0.0,,0,36250.0,460,317,148,169,517,0,0,0,0,0,0,0,517,465,136,189,38,13,0.4668769716088328,0.8086021505376344,0.0,1,525.0,349.0,37402.0,0.8064516129032258,0.8064516129032258,0.6403669724770642,1.0,true
721270066002,San Juan,182,6,7,3,1.659098620328516e-08,0.038461538461538464,1505.3753869793645,87363,14777.0,691,423,128,295,728,1,1,0,0,0,0,0,726,623,188,57,0,0,0.30260047281323876,0.39325842696629215,0.005483184398019536,11,948.0,659.0,122619.0,0.9546827794561934,0.9546827794561934,0.7882775119617225,1.0,true
721270066003,San Juan,48,0,9,0,1.8333710708773177e-07,0.1875,1466.1083472361167,118796,,59,32,0,32,438,10,18,0,35,0,0,0,375,75,20,7,8,0,0.0,0.4666666666666667,0.2583870227893498,6,366.0,19.0,82007.0,0.8008752735229759,0.8008752735229759,0.2753623188405797,1.0,true
721270066004,San Juan,142,2,9,2,1.5863374462195656e-07,0.06338028169014084,,0,4077.0,133,133,0,133,133,0,0,0,0,0,0,0,133,133,0,16,0,0,0.0,0.12030075187969924,0.0,10,206.0,191.0,246670.0,,,,1.0,true
721270067011,San Juan,442,73,87,34,7.65819996268326e-07,0.19683257918552036,,0,85927.0,711,569,439,130,1302,8,0,0,0,0,0,0,1294,1175,561,176,126,136,0.7715289982425307,0.8502127659574468,0.012213279345730577,13,1126.0,682.0,257959.0,0.609967497291441,0.609967497291441,0.7930232558139535,1.0,true
721270067012,San Juan,485,60,47,27,5.583491663231493e-07,0.09690721649484536,1612.5625707806541,670056,46063.0,401,271,127,144,618,6,15,0,0,0,0,0,597,505,182,78,38,42,0.46863468634686345,0.6732673267326733,0.06612310302573277,13,689.0,431.0,298503.0,2.6398467432950192,2.6398467432950192,1.2420749279538905,1.0,true
721270067021,San Juan,151,3,13,2,3.7747259884654856e-08,0.08609271523178808,1574.8409861354592,560001,22703.0,542,420,38,382,575,0,0,0,0,0,0,0,575,455,174,51,8,0,0.09047619047619047,0.512087912087912,0.0,4,625.0,472.0,73006.0,1.0080645161290323,1.0080645161290323,1.0,1.0,true
721270067022,San Juan,37,3,14,3,4.480568575595303e-07,0.3783783783783784,,0,55833.0,931,534,368,166,844,12,0,0,0,0,0,0,832,709,225,73,159,95,0.6891385767790262,0.7785613540197461,0.028031715370274712,2,1184.0,916.0,115151.0,1.2371995820271682,1.2371995820271682,1.0088105726872247,1.0,true
721270067023,San Juan,219,8,42,7,4.2337928841369236e-07,0.1917808219178082,1658.3428903966922,1040284,,476,263,168,95,344,0,0,0,0,0,0,0,344,344,176,49,10,0,0.6387832699619772,0.6831395348837209,0.0,7,532.0,410.0,165997.0,1.0769230769230769,1.0769230769230769,0.9151785714285714,1.0,true
721270068001,San Juan,432,65,25,19,2.8923795382289124e-07,0.05787037037037037,1666.5387420564036,2720091,,845,715,339,376,1521,0,0,0,0,0,0,0,1521,1142,530,17,20,64,0.47412587412587415,0.5525394045534151,0.0,15,1357.0,869.0,315629.0,1.0943548387096773,1.0943548387096773,1.144927536231884,1.0,true
721270068002,San Juan,729,66,115,22,7.749580294628678e-07,0.15775034293552812,1688.547969793869,1865169,29688.0,557,450,323,127,904,0,0,0,0,0,0,0,904,713,349,15,55,0,0.7177777777777777,0.5876577840112202,0.0,41,1099.0,674.0,271751.0,1.541374474053296,1.541374474053296,1.1482112436115843,1.0,true
721270068003,San Juan,30,0,9,0,2.8881464414600716e-07,0.3,1317.337780220699,388896,113491.0,968,910,730,180,2134,16,0,0,0,0,0,0,2118,1460,440,231,511,107,0.8021978021978022,0.8828767123287671,0.014882884243940797,2,1439.0,800.0,116080.0,1.2194915254237289,1.2194915254237289,1.1095700416088765,1.0,true
721270068004,San Juan,162,9,24,5,6.224883521682513e-07,0.14814814814814814,1594.8442715122571,1236087,18271.0,1199,1019,225,794,1613,19,0,0,0,0,28,0,1566,1468,298,187,85,57,0.22080471050049066,0.4271117166212534,0.05698738050918428,8,1532.0,1040.0,170397.0,1.4816247582205029,1.4816247582205029,1.0067763794772506,1.0,true
721270069001,San Juan,377,27,10,6,6.092381943527479e-08,0.026525198938992044,1627.9562548856857,6192916,19198.0,418,316,83,233,762,0,0,0,0,0,0,0,762,502,68,0,0,0,0.2626582278481013,0.13545816733067728,0.0,14,796.0,454.0,171326.0,0.6734348561759729,0.6734348561759729,0.8598484848484849,1.0,true
721270069002,San Juan,294,27,14,6,4.5400812681394116e-08,0.047619047619047616,1604.6461324436557,5081189,,157,122,88,34,257,13,0,0,0,0,0,0,244,257,42,26,14,25,0.7213114754098361,0.4163424124513619,0.09604990234522859,9,438.0,274.0,168808.0,0.8374760994263862,0.8374760994263862,1.1464435146443515,1.0,true
721270069003,San Juan,200,20,9,7,4.4765788333444225e-08,0.045,1636.8802344617725,4339489,13287.0,354,293,150,143,540,0,0,0,0,0,0,0,540,384,14,32,0,0,0.5119453924914675,0.11979166666666667,0.0,7,525.0,279.0,83724.0,0.9178321678321678,0.9178321678321678,0.8205882352941176,1.0,true
721270069004,San Juan,359,48,7,6,5.509493818459446e-08,0.019498607242339833,1648.2246031394357,6661744,46895.0,436,301,171,130,530,0,0,0,0,0,0,0,530,473,232,57,50,0,0.5681063122923588,0.7167019027484144,0.0,9,538.0,344.0,114197.0,0.7609618104667609,0.7609618104667609,0.8329297820823245,1.0,true
721270070041,San Juan,315,25,10,4,2.3010387298641528e-07,0.031746031746031744,1623.1985495672675,6490038,15978.0,439,392,117,275,669,0,0,0,0,0,20,0,649,627,169,25,0,0,0.29846938775510207,0.3094098883572568,0.058003266593827485,9,536.0,390.0,213490.0,0.9834862385321101,0.9834862385321101,1.2111801242236024,1.0,true
721270070042,San Juan,907,64,94,17,4.426129473807709e-06,0.10363836824696802,1656.4454916682312,13036180,,442,287,115,172,707,0,0,0,0,0,0,0,707,428,199,10,18,0,0.40069686411149824,0.530373831775701,0.0,34,931.0,500.0,3533826.0,1.4411764705882353,1.4411764705882353,0.984251968503937,1.0,true
721270070043,San Juan,223,33,13,10,8.079898817275644e-08,0.05829596412556054,1611.309847748784,3516285,15066.0,331,253,143,110,643,0,0,0,0,0,0,0,643,524,54,0,0,0,0.5652173913043478,0.10305343511450382,0.0,8,637.0,344.0,91569.0,1.0476973684210527,1.0476973684210527,1.0238095238095237,1.0,true
721270071001,San Juan,433,44,12,10,9.307470712781411e-08,0.02771362586605081,1623.4872830089703,8932428,27788.0,508,461,174,287,992,0,11,0,0,0,0,19,962,777,163,13,13,34,0.3774403470715835,0.287001287001287,0.059079490764828324,11,796.0,453.0,194951.0,0.8844444444444445,0.8844444444444445,1.0111607142857142,1.0,true
721270071002,San Juan,471,46,46,17,1.4556787758698703e-06,0.09766454352441614,1619.3243776310396,11831016,35703.0,502,375,234,141,958,0,0,0,0,0,0,0,958,712,69,62,7,0,0.624,0.19382022471910113,0.0,10,771.0,446.0,429407.0,0.803125,0.803125,0.9469214437367304,1.0,true
721270073001,San Juan,417,49,32,13,6.020821545017138e-07,0.07673860911270983,1594.8109835796572,7253207,,396,294,177,117,827,0,0,0,0,0,0,0,827,671,189,62,14,0,0.6020408163265306,0.3949329359165425,0.0,12,763.0,438.0,496851.0,0.8440265486725663,0.8440265486725663,0.8374760994263862,1.0,true
721270073002,San Juan,451,58,28,19,2.410550657089421e-07,0.06208425720620843,1581.8444901415367,7573941,33895.0,683,522,185,337,1123,0,0,0,0,0,0,0,1123,815,215,46,23,0,0.3544061302681992,0.34846625766871164,0.0,12,751.0,466.0,311603.0,1.203525641025641,1.203525641025641,0.9789915966386554,1.0,true
721270073003,San Juan,579,64,27,18,2.5748800912696827e-07,0.046632124352331605,1614.7699307347186,12611246,32177.0,476,392,261,131,926,31,0,0,0,0,0,0,895,871,231,50,0,14,0.6658163265306123,0.338691159586682,0.06471318147679939,25,977.0,543.0,300541.0,1.102708803611738,1.102708803611738,1.105906313645621,1.0,true
721270073004,San Juan,11,0,6,0,2.0262179755941757e-07,0.5454545454545454,1350.2174815765825,1456658,38509.0,737,620,403,217,982,21,0,0,0,0,0,0,961,910,417,139,9,31,0.65,0.654945054945055,0.04185522708135436,1,760.0,619.0,62143.0,0.927960927960928,0.927960927960928,0.9809825673534073,1.0,true
721270074001,San Juan,272,37,17,12,1.844321793581919e-07,0.0625,1618.9241554119492,5839315,30625.0,215,153,91,62,292,0,0,0,0,0,0,0,292,208,68,22,0,0,0.5947712418300654,0.4326923076923077,0.0,6,432.0,252.0,99679.0,0.9250535331905781,0.9250535331905781,0.7850467289719626,1.0,true
721270074002,San Juan,284,40,6,6,5.8296507864021385e-08,0.02112676056338028,1600.0692146816773,5531826,42981.0,413,329,178,151,826,7,0,0,0,0,0,0,819,577,106,16,7,0,0.541033434650456,0.22357019064124783,0.016805515656420633,6,668.0,333.0,93010.0,0.6290018832391714,0.6290018832391714,0.8604651162790697,1.0,true
721270074003,San Juan,283,18,13,7,7.894060896157588e-08,0.045936395759717315,1620.880546519728,5693519,22250.0,284,217,88,129,386,0,0,0,0,0,0,0,386,286,68,7,0,0,0.4055299539170507,0.26223776223776224,0.0,4,535.0,322.0,132796.0,0.8205521472392638,0.8205521472392638,0.8969359331476323,1.0,true
721270075001,San Juan,492,48,29,10,7.81601603906601e-07,0.05894308943089431,1622.647365756135,12386781,18030.0,635,495,213,282,1104,0,0,0,0,0,0,0,1104,734,195,7,0,0,0.4303030303030303,0.27520435967302453,0.0,15,1041.0,559.0,465408.0,1.0175953079178885,1.0175953079178885,0.9571917808219178,1.0,true
721270075002,San Juan,289,44,11,9,6.830859310295218e-08,0.03806228373702422,1628.4374735731835,5648513,30101.0,366,293,161,132,824,0,0,0,0,0,0,0,824,533,70,13,0,11,0.5494880546075085,0.17636022514071295,0.0,11,702.0,345.0,111741.0,0.8004561003420753,0.8004561003420753,0.905511811023622,1.0,true
721270076001,San Juan,272,34,15,5,7.913601532899735e-08,0.05514705882352941,1602.3978241211153,5463184,,198,146,111,35,471,6,0,0,0,0,0,0,465,385,34,6,0,0,0.7602739726027398,0.1038961038961039,0.025153150229218157,8,455.0,245.0,116142.0,0.8410351201478743,0.8410351201478743,1.0560344827586208,1.0,true
721270076002,San Juan,254,34,16,9,8.213428681751903e-08,0.06299212598425197,1608.9646538410814,6267016,,334,210,109,101,517,0,0,0,0,0,0,0,517,410,80,17,0,0,0.5190476190476191,0.23658536585365852,0.0,6,599.0,313.0,91190.0,0.7208182912154031,0.7208182912154031,0.8413978494623656,1.0,true
