tract_geoid,municipio,building_count,occupied_h3_cell_count,nsrdb_site_count,osm_pv_count,detected_pv_count,any_pv_signal_count,overlap_count,total_detected_area_deg2,osm_pv_rate,osm_labeled_buildings_per_1000,detected_pv_rate,detected_pv_buildings_per_1000,any_pv_signal_rate,any_pv_evidence_buildings_per_1000,nsrdb_multiyear_ghi_mean,nsrdb_multiyear_dni_mean,nsrdb_multiyear_dhi_mean,nsrdb_multiyear_air_temperature_mean,acs_vintage,median_household_income_usd,total_housing_units,tenure_total,tenure_owner_occupied,tenure_renter_occupied,edu_total_25plus,edu_bachelors,edu_masters,edu_professional,edu_doctorate,language_population_5plus,spanish_speaking_18_64,spanish_english_well_18_64,spanish_english_not_well_18_64,spanish_english_not_at_all_18_64,pct_owner_occupied,pct_bachelor_plus,pct_spanish_speaking_18_64,pct_spanish_english_well_18_64,pct_spanish_english_not_well_18_64,pct_spanish_english_not_at_all_18_64,cdc_svi_2020_location,cdc_svi_2020_overall_percentile,urban_block_count,total_urban_pop,total_urban_housing_units,urban_land_area_m2,pct_urban_pop,pct_urban_population,pct_urban_housing_units,pct_urban_land_area,is_urban
72127002400,San Juan,534,54,2,18,29,34,13,3.3959984683377807e-07,0.033707865168539325,33.70786516853933,0.054307116104868915,54.30711610486891,0.06367041198501873,63.670411985018724,237.41084986265827,246.9544045249017,73.62852493175191,28.12958869980894,2024,26250.0,1465,968,437,531,1559,449,168,65,60,2363,1463,283,89,169,0.45144628099173556,0.4759461193072482,0.6191282268303004,0.19343814080656185,0.060833902939166094,0.11551606288448393,"Census Tract 24, San Juan Municipio, Puerto Rico",79.72,29,2577.0,1382.0,455847.0,1.308786185881158,1.308786185881158,1.190353143841516,1.0,true
72127002500,San Juan,633,25,2,3,6,6,3,3.544475876560002e-08,0.004739336492890996,4.739336492890995,0.009478672985781991,9.47867298578199,0.009478672985781991,9.47867298578199,237.41918387373158,246.9147780320264,73.66921016012573,28.13026129626366,2024,34241.0,845,625,417,208,994,229,63,23,0,1174,748,44,112,261,0.6672,0.31690140845070425,0.637137989778535,0.058823529411764705,0.1497326203208556,0.34893048128342247,"Census Tract 25, San Juan Municipio, Puerto Rico",83.84,23,1373.0,896.0,209079.0,0.954798331015299,0.954798331015299,0.9878721058434399,1.0,true
72127002600,San Juan,946,34,1,10,10,14,6,4.059032170197564e-08,0.010570824524312896,10.570824524312897,0.010570824524312896,10.570824524312897,0.014799154334038054,14.799154334038056,237.6133679051725,245.99147326664448,74.61718366252113,28.14593292064541,2024,22946.0,1416,913,426,487,1488,211,31,0,40,1733,1074,175,237,430,0.4665936473165389,0.18951612903225806,0.619734564339296,0.16294227188081936,0.2206703910614525,0.40037243947858475,"Census Tract 26, San Juan Municipio, Puerto Rico",79.28,38,2152.0,1376.0,265717.0,1.0627160493827161,1.0627160493827161,1.0314842578710646,1.0,true
72127002800,San Juan,1109,35,1,12,7,15,4,3.53244871114461e-08,0.010820559062218215,10.820559062218214,0.0063119927862939585,6.311992786293959,0.013525698827772768,13.525698827772768,237.61336790517242,245.99147326664487,74.61718366252033,28.14593292064531,2024,22121.0,1373,850,513,337,1395,131,65,0,0,1612,1085,180,275,463,0.6035294117647059,0.14050179211469535,0.6730769230769231,0.16589861751152074,0.2534562211981567,0.42672811059907834,"Census Tract 28, San Juan Municipio, Puerto Rico",88.39,33,1971.0,1324.0,303660.0,1.2265090230242688,1.2265090230242688,0.9477451682176091,1.0,true
72127002900,San Juan,792,24,1,9,3,12,0,6.59770056824279e-09,0.011363636363636364,11.363636363636363,0.003787878787878788,3.787878787878788,0.015151515151515152,15.151515151515152,237.61336790517285,245.99147326664323,74.61718366252161,28.145932920645574,2024,16971.0,834,481,238,243,764,41,0,0,27,1070,510,8,116,340,0.49480249480249483,0.08900523560209424,0.4766355140186916,0.01568627450980392,0.22745098039215686,0.6666666666666666,"Census Tract 29, San Juan Municipio, Puerto Rico",87.31,20,1193.0,854.0,208772.0,0.9460745440126883,0.9460745440126883,0.9075451647183846,1.0,true
72127003000,San Juan,585,24,1,13,12,20,5,3.4234471440571636e-08,0.022222222222222223,22.22222222222222,0.020512820512820513,20.512820512820515,0.03418803418803419,34.18803418803419,237.61336790517353,245.9914732666404,74.61718366252157,28.145932920645937,2024,21500.0,913,564,190,374,868,120,0,7,0,1087,715,43,196,377,0.33687943262411346,0.14631336405529954,0.6577736890524379,0.06013986013986014,0.27412587412587414,0.5272727272727272,"Census Tract 30, San Juan Municipio, Puerto Rico",69.74000000000001,13,1188.0,733.0,159457.0,0.8193103448275862,0.8193103448275862,0.9015990159901599,1.0,true
72127003100,San Juan,834,29,1,13,16,22,7,6.43259486269182e-08,0.015587529976019185,15.587529976019185,0.019184652278177457,19.18465227817746,0.026378896882494004,26.378896882494004,237.61336790517274,245.99147326664362,74.61718366252161,28.145932920645524,2024,14808.0,1421,1000,476,524,1630,213,0,42,57,2030,1007,64,377,341,0.476,0.19141104294478528,0.4960591133004926,0.06355511420059583,0.3743793445878848,0.3386295928500497,"Census Tract 31, San Juan Municipio, Puerto Rico",87.42,23,2319.0,1327.0,208946.0,1.3902877697841727,1.3902877697841727,0.9602026049204052,1.0,true
72127003200,San Juan,752,32,1,11,14,18,7,4.6842526409980264e-08,0.014627659574468085,14.627659574468085,0.018617021276595744,18.617021276595743,0.023936170212765957,23.93617021276596,237.61336790517294,245.9914732666428,74.61718366252161,28.145932920645627,2024,16950.0,1119,833,323,510,1463,276,0,7,19,2116,1373,177,272,702,0.3877551020408163,0.20642515379357484,0.6488657844990549,0.12891478514202476,0.19810633648943918,0.5112891478514202,"Census Tract 32, San Juan Municipio, Puerto Rico",98.81,32,1712.0,1031.0,231974.0,0.9169791108730584,0.9169791108730584,0.9338768115942029,1.0,true
72127003300,San Juan,556,29,1,9,7,14,2,3.002433307316921e-08,0.01618705035971223,16.18705035971223,0.012589928057553957,12.589928057553957,0.025179856115107913,25.179856115107913,237.61336790517376,245.9914732666396,74.61718366252155,28.1459329206459,2024,18750.0,787,569,271,298,926,115,19,0,0,1109,546,72,137,313,0.47627416520210897,0.1447084233261339,0.49233543733092877,0.13186813186813187,0.2509157509157509,0.5732600732600732,"Census Tract 33, San Juan Municipio, Puerto Rico",85.47,18,1291.0,751.0,242885.0,0.944403803950256,0.944403803950256,1.0148648648648648,1.0,true
72127003400,San Juan,230,35,1,5,8,9,4,5.1249313646821194e-08,0.021739130434782608,21.73913043478261,0.034782608695652174,34.78260869565217,0.0391304347826087,39.130434782608695,237.61336790517615,245.9914732666418,74.61718366252137,28.145932920645524,2024,9529.0,1347,936,242,694,1231,36,8,0,0,1777,892,208,142,500,0.25854700854700857,0.03574329813160033,0.501969611705121,0.23318385650224216,0.1591928251121076,0.5605381165919282,"Census Tract 34, San Juan Municipio, Puerto Rico",99.57000000000001,11,2127.0,1266.0,224258.0,1.0508893280632412,1.0508893280632412,1.0638655462184874,1.0,true
72127003501,San Juan,768,71,3,9,46,51,4,4.0006947282431277e-07,0.01171875,11.71875,0.059895833333333336,59.895833333333336,0.06640625,66.40625,235.530418330235,243.77760165499475,74.30256761796387,28.175869111886257,2024,10980.0,2219,1854,281,1573,2934,274,0,0,0,4672,3165,425,336,2042,0.15156418554476808,0.09338786639400136,0.6774400684931506,0.13428120063191154,0.1061611374407583,0.6451816745655609,"Census Tract 35.01, San Juan Municipio, Puerto Rico",96.31,33,4392.0,1955.0,662561.0,1.0457142857142858,1.0457142857142858,1.0305745914602003,1.0,true
72127003502,San Juan,804,33,3,7,7,10,4,3.663976429489378e-08,0.008706467661691543,8.706467661691542,0.008706467661691543,8.706467661691542,0.012437810945273632,12.437810945273633,235.3969461927451,242.92137554808113,74.82843185001215,28.171752066986603,2024,15466.0,938,573,321,252,825,97,12,0,0,1024,489,92,87,247,0.5602094240837696,0.1321212121212121,0.4775390625,0.18813905930470348,0.17791411042944785,0.5051124744376279,"Census Tract 35.02, San Juan Municipio, Puerto Rico",91.11,30,1332.0,877.0,258179.0,1.2010820559062219,1.2010820559062219,1.018583042973287,1.0,true
72127003600,San Juan,644,27,1,7,11,13,5,5.913904390470823e-08,0.010869565217391304,10.869565217391305,0.017080745341614908,17.080745341614907,0.020186335403726708,20.18633540372671,237.61336790517356,245.99147326664067,74.61718366252155,28.145932920645876,2024,19120.0,659,445,181,264,712,35,0,6,0,949,439,53,124,229,0.4067415730337079,0.05758426966292135,0.46259220231822973,0.12072892938496584,0.2824601366742597,0.5216400911161732,"Census Tract 36, San Juan Municipio, Puerto Rico",94.58,15,999.0,756.0,197151.0,0.9207373271889401,0.9207373271889401,1.008,1.0,true
72127003701,San Juan,776,27,1,8,11,14,5,4.551659506471468e-08,0.010309278350515464,10.309278350515465,0.014175257731958763,14.175257731958762,0.01804123711340206,18.04123711340206,237.6133679051729,245.99147326664297,74.6171836625216,28.145932920645606,2024,16573.0,886,695,362,333,1269,151,26,0,0,1506,1093,128,82,733,0.520863309352518,0.13947990543735225,0.7257636122177955,0.1171088746569076,0.07502287282708142,0.6706312900274474,"Census Tract 37.01, San Juan Municipio, Puerto Rico",96.41999999999999,9,1334.0,833.0,182628.0,1.0621019108280254,1.0621019108280254,0.8937768240343348,1.0,true
72127003702,San Juan,919,32,1,7,9,14,2,1.874262423458811e-08,0.007616974972796518,7.616974972796518,0.009793253536452665,9.793253536452665,0.015233949945593036,15.233949945593036,237.61336790517257,245.9914732666443,74.61718366252131,28.145932920645432,2024,21131.0,909,548,335,213,910,42,16,0,0,1118,742,117,101,448,0.6113138686131386,0.06373626373626373,0.6636851520572451,0.15768194070080863,0.13611859838274934,0.6037735849056604,"Census Tract 37.02, San Juan Municipio, Puerto Rico",73.42999999999999,28,1431.0,1000.0,229049.0,1.0703066566940913,1.0703066566940913,1.0245901639344261,1.0,true
72127003800,San Juan,741,26,1,9,8,15,2,2.7867271583369773e-08,0.012145748987854251,12.145748987854251,0.010796221322537112,10.796221322537113,0.020242914979757085,20.242914979757085,237.61336790517322,245.99147326664203,74.61718366252157,28.14593292064571,2024,26250.0,1192,834,413,421,1639,144,33,0,34,2111,1242,150,248,733,0.4952038369304556,0.12873703477730322,0.5883467550923733,0.12077294685990338,0.1996779388083736,0.5901771336553945,"Census Tract 38, San Juan Municipio, Puerto Rico",97.28999999999999,34,1843.0,1098.0,202596.0,0.8328061455038409,0.8328061455038409,1.0073394495412844,1.0,true
72127003902,San Juan,915,71,2,13,23,31,5,1.189426883191831e-07,0.014207650273224045,14.207650273224044,0.025136612021857924,25.136612021857925,0.033879781420765025,33.87978142076503,237.43769624798136,246.8267555348431,73.75958443097296,28.131755337629222,2024,18380.0,2113,1687,682,1005,2432,487,125,56,67,3332,2005,593,529,330,0.4042679312388856,0.3022203947368421,0.6017406962785115,0.29576059850374065,0.2638403990024938,0.16458852867830423,"Census Tract 39.02, San Juan Municipio, Puerto Rico",82.65,56,3604.0,2029.0,1137756.0,1.0123595505617977,1.0123595505617977,0.969885277246654,1.0,true
72127004200,San Juan,959,144,2,51,61,68,44,2.3492502607847003e-06,0.053180396246089674,53.18039624608968,0.06360792492179354,63.60792492179353,0.07090719499478623,70.90719499478624,239.32026402832437,252.76664435490315,70.78263714809681,28.126719634549115,2024,25234.0,1495,1055,567,488,1289,284,76,32,42,1561,903,288,220,166,0.5374407582938389,0.33669511249030254,0.57847533632287,0.31893687707641194,0.24363233665559247,0.18383167220376523,"Census Tract 42, San Juan Municipio, Puerto Rico",98.16,38,1962.0,1474.0,1763741.0,1.0293809024134313,1.0293809024134313,0.9358730158730159,1.0,true
72127004306,San Juan,139,22,2,0,18,18,0,7.825342013086554e-08,0.0,0.0,0.12949640287769784,129.49640287769785,0.12949640287769784,129.49640287769785,233.2945233037532,239.8847224097462,75.17107518678534,28.15392913146946,2024,2499.0,1159,796,0,796,1051,16,0,6,0,1563,1011,65,249,664,0.0,0.02093244529019981,0.6468330134357005,0.06429277942631058,0.24629080118694363,0.6567754698318496,"Census Tract 43.06, San Juan Municipio, Puerto Rico",98.37,4,2056.0,1091.0,192085.0,1.007843137254902,1.007843137254902,1.0046040515653776,1.0,true
72127004400,San Juan,886,43,2,11,24,28,7,2.7187874197704436e-07,0.012415349887133182,12.415349887133182,0.02708803611738149,27.08803611738149,0.03160270880361174,31.602708803611737,235.6347580004023,242.10858160847994,75.67880690431627,28.1593319064494,2024,17664.0,1091,818,426,392,1242,230,12,0,0,1630,978,135,224,380,0.5207823960880196,0.19484702093397746,0.6,0.13803680981595093,0.22903885480572597,0.3885480572597137,"Census Tract 44, San Juan Municipio, Puerto Rico",95.44,31,1573.0,1009.0,330800.0,1.3021523178807948,1.3021523178807948,1.204057279236277,1.0,true
72127004500,San Juan,750,28,2,11,12,18,5,3.3536422385442567e-08,0.014666666666666666,14.666666666666666,0.016,16.0,0.024,24.0,234.48570699373897,239.8536446662222,76.29533027850049,28.16711318667499,2024,16534.0,956,626,301,325,1047,105,24,0,13,1279,793,73,143,398,0.48083067092651754,0.1356255969436485,0.6200156372165755,0.09205548549810845,0.18032786885245902,0.501891551071879,"Census Tract 45, San Juan Municipio, Puerto Rico",52.82,26,1449.0,854.0,227607.0,0.9235181644359465,0.9235181644359465,0.9046610169491526,1.0,true
72127004600,San Juan,1135,45,2,5,12,14,3,5.8191498532897797e-08,0.004405286343612335,4.405286343612334,0.010572687224669603,10.572687224669604,0.012334801762114538,12.334801762114537,233.43852007597795,237.80356201316437,76.85341285999544,28.174246494615314,2024,20098.0,1574,1069,665,404,2205,219,48,0,0,2813,1596,212,497,783,0.6220767072029935,0.12108843537414966,0.5673658016352648,0.13283208020050125,0.31140350877192985,0.4906015037593985,"Census Tract 46, San Juan Municipio, Puerto Rico",76.03,29,2368.0,1396.0,412450.0,0.7572753437799808,0.7572753437799808,0.8569674647022714,1.0,true
72127004700,San Juan,2279,94,2,0,43,43,0,2.1397496497225844e-07,0.0,0.0,0.018867924528301886,18.867924528301888,0.018867924528301886,18.867924528301888,232.48732186271232,241.0402358048033,73.46304443973672,28.22380347228613,2024,17581.0,2755,1913,1204,709,3440,324,31,20,21,4122,2558,206,392,1568,0.6293779404077365,0.11511627906976744,0.6205725376031053,0.08053166536356529,0.1532447224394058,0.6129788897576232,"Census Tract 47, San Juan Municipio, Puerto Rico",94.14,70,4351.0,2570.0,780474.0,0.8409354464630846,0.8409354464630846,0.9311594202898551,1.0,true
72127004800,San Juan,257,27,1,0,14,14,0,6.287440562243075e-08,0.0,0.0,0.054474708171206226,54.474708171206224,0.054474708171206226,54.474708171206224,232.39169596294963,241.3656252339258,73.12220377558903,28.228785536502976,2024,2499.0,1429,1301,18,1283,1662,43,0,0,0,3188,1849,343,292,1006,0.013835511145272867,0.025872442839951864,0.5799874529485571,0.18550567874526772,0.15792320173066524,0.5440778799351,"Census Tract 48, San Juan Municipio, Puerto Rico",94.25,9,2516.0,1095.0,193249.0,1.0465890183028286,1.0465890183028286,0.9125,1.0,true
72127004900,San Juan,822,65,2,0,34,34,0,1.3555698389523208e-07,0.0,0.0,0.0413625304136253,41.3625304136253,0.0413625304136253,41.3625304136253,231.70913342767096,238.63639906468336,74.47232858599963,28.193078662924826,2024,13894.0,1614,1361,385,976,1917,255,132,0,8,2888,1674,393,268,705,0.2828802351212344,0.20605112154407929,0.5796398891966759,0.23476702508960573,0.16009557945041816,0.4211469534050179,"Census Tract 49, San Juan Municipio, Puerto Rico",97.07000000000001,26,3312.0,1536.0,659767.0,1.2039258451472192,1.2039258451472192,1.0520547945205478,1.0,true
72127005000,San Juan,1314,84,3,0,46,46,0,3.407931901651192e-07,0.0,0.0,0.0350076103500761,35.007610350076106,0.0350076103500761,35.007610350076106,229.43561810608207,229.53799374349538,78.97510241874915,28.074509723335858,2024,14406.0,2061,1593,600,993,2274,260,102,19,27,3187,1991,439,660,654,0.3766478342749529,0.17941952506596306,0.6247254471289614,0.22049221496735308,0.3314917127071823,0.32847815168257155,"Census Tract 50, San Juan Municipio, Puerto Rico",96.53,51,3925.0,2003.0,953626.0,0.922010805731736,0.922010805731736,1.026652998462327,1.0,true
72127005101,San Juan,938,54,3,0,18,18,0,9.111856397785259e-08,0.0,0.0,0.019189765458422176,19.189765458422176,0.019189765458422176,19.189765458422176,230.53586394113427,233.35710826490455,77.22578316968959,28.15940648204837,2024,28125.0,990,758,395,363,1339,264,35,19,21,1746,1016,215,433,176,0.521108179419525,0.25317401045556387,0.581901489117984,0.21161417322834647,0.42618110236220474,0.1732283464566929,"Census Tract 51.01, San Juan Municipio, Puerto Rico",62.36000000000001,25,1758.0,974.0,590986.0,1.0232828870779977,1.0232828870779977,1.0621592148309706,1.0,true
72127005102,San Juan,1084,69,2,0,31,31,0,3.94314732789088e-07,0.0,0.0,0.02859778597785978,28.59778597785978,0.02859778597785978,28.59778597785978,229.31811053087782,227.85505495397044,80.10026597208979,28.125522579556286,2024,24145.0,1054,827,510,317,1489,184,26,0,24,1816,1010,184,298,317,0.6166868198307134,0.15715245130960376,0.5561674008810573,0.18217821782178217,0.29504950495049503,0.31386138613861386,"Census Tract 51.02, San Juan Municipio, Puerto Rico",96.96000000000001,21,2101.0,1123.0,620379.0,1.255827854154214,1.255827854154214,1.2617977528089888,1.0,true
72127005103,San Juan,1081,80,2,0,50,50,0,4.2912205584513095e-07,0.0,0.0,0.04625346901017576,46.25346901017576,0.04625346901017576,46.25346901017576,229.17110953844076,228.45629759838093,79.51601182910157,28.0618061293778,2024,9104.0,1749,1496,406,1090,2049,256,39,0,0,3327,2085,526,311,930,0.2713903743315508,0.14397266959492436,0.6266907123534716,0.25227817745803355,0.14916067146282974,0.4460431654676259,"Census Tract 51.03, San Juan Municipio, Puerto Rico",98.48,16,2695.0,1463.0,707976.0,0.9409916201117319,0.9409916201117319,0.9669530733641771,1.0,true
72127005201,San Juan,1003,54,1,0,51,51,0,3.0647003541577283e-07,0.0,0.0,0.05084745762711865,50.847457627118644,0.05084745762711865,50.847457627118644,229.32464762029315,227.82831787647783,80.12624757609493,28.12835603071262,2024,28463.0,1123,936,577,359,1666,389,124,19,18,2119,1065,271,267,242,0.6164529914529915,0.33013205282112845,0.5025955639452572,0.2544600938967136,0.2507042253521127,0.2272300469483568,"Census Tract 52.01, San Juan Municipio, Puerto Rico",81.13,24,2085.0,1149.0,484756.0,0.8072009291521487,0.8072009291521487,0.9720812182741116,1.0,true
72127005202,San Juan,1206,63,1,0,42,42,0,2.486828469982311e-07,0.0,0.0,0.03482587064676617,34.82587064676617,0.03482587064676617,34.82587064676617,229.32464762029338,227.82831787647612,80.12624757609348,28.128356030712705,2024,38737.0,1363,1107,671,436,2528,594,188,24,0,3108,1826,561,350,371,0.6061427280939476,0.3188291139240506,0.5875160875160875,0.3072289156626506,0.19167579408543264,0.2031763417305586,"Census Tract 52.02, San Juan Municipio, Puerto Rico",45.01,21,2514.0,1352.0,545498.0,0.9874312647289867,0.9874312647289867,0.9825581395348837,1.0,true
72127005204,San Juan,959,75,1,0,32,32,0,3.9627365340571915e-07,0.0,0.0,0.03336809176225235,33.36809176225235,0.03336809176225235,33.36809176225235,229.32464762029298,227.82831787647726,80.1262475760947,28.12835603071266,2024,32083.0,897,726,450,276,1420,371,116,5,32,1754,1121,331,273,245,0.6198347107438017,0.36901408450704226,0.6391106043329533,0.2952720785013381,0.24353256021409456,0.21855486173059768,"Census Tract 52.04, San Juan Municipio, Puerto Rico",57.92,23,1733.0,854.0,682526.0,0.9092339979013642,0.9092339979013642,0.9252437703141928,1.0,true
72127005214,San Juan,805,63,1,0,48,48,0,3.2504349333126826e-07,0.0,0.0,0.05962732919254658,59.62732919254658,0.05962732919254658,59.62732919254658,229.32464762029318,227.8283178764785,80.12624757609554,28.12835603071263,2024,26307.0,2353,1942,1074,868,3018,633,13,66,55,4069,2496,772,478,816,0.553038105046344,0.2541418157720345,0.6134185303514377,0.3092948717948718,0.19150641025641027,0.3269230769230769,"Census Tract 52.14, San Juan Municipio, Puerto Rico",86.88,24,4832.0,2864.0,656806.0,1.359212376933896,1.359212376933896,1.2780008924587238,1.0,true
72127005215,San Juan,671,60,1,0,23,23,0,1.0621024124241054e-07,0.0,0.0,0.03427719821162444,34.277198211624444,0.03427719821162444,34.277198211624444,229.32464762029375,227.828317876481,80.12624757609541,28.128356030712553,2024,20573.0,1282,953,398,555,1525,326,136,0,0,2376,1178,196,309,457,0.4176285414480588,0.30295081967213117,0.4957912457912458,0.166383701188455,0.2623089983022071,0.38794567062818336,"Census Tract 52.15, San Juan Municipio, Puerto Rico",85.03,25,2309.0,1340.0,838558.0,1.011388523872098,1.011388523872098,1.057616416732439,1.0,true
72127005300,San Juan,1173,60,1,0,38,38,0,2.055402317832396e-07,0.0,0.0,0.03239556692242114,32.39556692242114,0.03239556692242114,32.39556692242114,229.32464762029392,227.82831787647874,80.12624757609504,28.128356030712535,2024,36402.0,1314,1031,670,361,1868,442,107,23,22,2562,1226,270,337,259,0.6498545101842871,0.31798715203426126,0.4785323965651834,0.22022838499184338,0.27487765089722677,0.21125611745513867,"Census Tract 53, San Juan Municipio, Puerto Rico",46.96,32,2322.0,1237.0,533217.0,0.9670970428987922,0.9670970428987922,1.0214698596201486,1.0,true
72127005402,San Juan,110,17,1,0,23,23,0,1.0298171761166759e-07,0.0,0.0,0.20909090909090908,209.0909090909091,0.20909090909090908,209.0909090909091,229.3246476202949,227.8283178764805,80.12624757609477,28.128356030712318,2024,2499.0,752,563,35,528,614,0,0,0,9,855,627,90,82,364,0.06216696269982238,0.014657980456026058,0.7333333333333333,0.14354066985645933,0.13078149920255183,0.580542264752791,"Census Tract 54.02, San Juan Municipio, Puerto Rico",87.64,4,1204.0,686.0,155683.0,0.8252227553118574,0.8252227553118574,0.9621318373071529,1.0,true
72127005403,San Juan,1183,136,4,0,95,95,0,5.806360098205452e-07,0.0,0.0,0.08030431107354184,80.30431107354184,0.08030431107354184,80.30431107354184,225.8575148616077,222.54863567656773,80.85533366034926,27.914592448605298,2024,24407.0,2975,2686,1563,1123,4115,1244,420,199,149,5505,3239,1169,606,494,0.5819061801935964,0.48894289185905226,0.5883742052679383,0.36091386230318,0.18709478234022847,0.15251620870639085,"Census Tract 54.03, San Juan Municipio, Puerto Rico",51.629999999999995,32,5699.0,2921.0,1887845.0,1.0672284644194756,1.0672284644194756,1.132170542635659,1.0,true
72127005404,San Juan,999,99,2,0,66,66,0,3.2062070709747676e-07,0.0,0.0,0.06606606606606606,66.06606606606607,0.06606606606606606,66.06606606606607,226.2099678719195,223.10221075259045,80.75037409184895,27.933422792585887,2024,50781.0,772,645,484,161,1712,698,132,58,0,2151,873,296,151,32,0.7503875968992249,0.5186915887850467,0.40585774058577406,0.33906071019473083,0.1729667812142039,0.03665521191294387,"Census Tract 54.04, San Juan Municipio, Puerto Rico",31.669999999999998,30,2062.0,838.0,926328.0,0.9047827994734533,0.9047827994734533,1.062103929024081,1.0,true
72127005405,San Juan,1556,140,2,0,104,104,0,6.849119254300427e-07,0.0,0.0,0.06683804627249357,66.83804627249357,0.06683804627249357,66.83804627249357,226.88799089463964,224.13101939319174,80.61451031741262,27.97585708247136,2024,39891.0,2571,2098,1372,726,3607,1196,422,258,19,4885,2507,370,609,520,0.6539561487130601,0.5253673412808428,0.5132036847492324,0.14758675708017552,0.24291982449142402,0.20741922616673314,"Census Tract 54.05, San Juan Municipio, Puerto Rico",71.15,26,5208.0,2419.0,1373656.0,1.3583724569640063,1.3583724569640063,1.1437352245862884,1.0,true
72127005500,San Juan,1786,118,3,0,37,37,0,1.882966389023592e-07,0.0,0.0,0.020716685330347144,20.716685330347143,0.020716685330347144,20.716685330347143,228.64179969879908,227.31172231179337,79.88743175957639,28.05234848298877,2024,26827.0,2523,1986,830,1156,3424,550,280,59,57,4019,2283,402,544,772,0.4179254783484391,0.276285046728972,0.5680517541677034,0.17608409986859397,0.23828296101620675,0.3381515549715287,"Census Tract 55, San Juan Municipio, Puerto Rico",81.89,37,4641.0,2646.0,1130229.0,1.2492597577388964,1.2492597577388964,1.1989125509741732,1.0,true
72127005601,San Juan,1105,75,2,0,62,62,0,3.2649510405841234e-07,0.0,0.0,0.056108597285067875,56.10859728506787,0.056108597285067875,56.10859728506787,229.1363216691889,228.4050507205161,79.51958400031876,28.06015067853056,2024,39746.0,1594,1282,762,520,2478,810,130,76,105,3026,1793,697,348,269,0.594383775351014,0.4523809523809524,0.592531394580304,0.38873396542108196,0.19408812046848856,0.15002788622420524,"Census Tract 56.01, San Juan Municipio, Puerto Rico",72.56,22,2696.0,1540.0,658089.0,1.0196671709531013,1.0196671709531013,1.023936170212766,1.0,true
72127005602,San Juan,790,71,1,0,26,26,0,1.6991699807634739e-07,0.0,0.0,0.03291139240506329,32.91139240506329,0.03291139240506329,32.91139240506329,229.1671763997185,228.4723843654509,79.5003796040837,28.060101340633896,2024,21667.0,2028,1570,765,805,2455,501,348,52,67,3097,1788,484,248,664,0.4872611464968153,0.39429735234215885,0.5773329028091702,0.27069351230425054,0.13870246085011187,0.3713646532438479,"Census Tract 56.02, San Juan Municipio, Puerto Rico",93.28,27,3706.0,1993.0,620918.0,1.070479491623339,1.070479491623339,1.0132180986273513,1.0,true
72127005800,San Juan,1015,136,4,0,39,39,0,2.0642339891968067e-07,0.0,0.0,0.03842364532019704,38.423645320197046,0.03842364532019704,38.423645320197046,230.7116468999593,232.51990993395196,78.0416435504297,28.12806724615374,2024,32202.0,1442,1163,685,478,1793,514,286,107,41,2468,1604,291,505,252,0.588993981083405,0.5287228109313998,0.6499189627228525,0.1814214463840399,0.31483790523690774,0.1571072319201995,"Census Tract 58, San Juan Municipio, Puerto Rico",43.169999999999995,44,2242.0,1290.0,1488996.0,0.871017871017871,0.871017871017871,0.8884297520661157,1.0,true
72127005900,San Juan,522,29,2,0,17,17,0,1.2309336658951392e-07,0.0,0.0,0.032567049808429116,32.56704980842912,0.032567049808429116,32.56704980842912,232.40173185604024,241.33147576678132,73.15797484256498,28.22826267121293,2024,31250.0,1048,784,493,291,1408,351,62,15,0,1804,1078,375,212,315,0.6288265306122449,0.3039772727272727,0.5975609756097561,0.34786641929499074,0.19666048237476808,0.2922077922077922,"Census Tract 59, San Juan Municipio, Puerto Rico",41.870000000000005,16,1550.0,878.0,226036.0,1.1645379413974455,1.1645379413974455,0.9932126696832579,1.0,true
72127006000,San Juan,447,38,2,0,7,7,0,1.4000099209464303e-08,0.0,0.0,0.015659955257270694,15.659955257270694,0.015659955257270694,15.659955257270694,233.0831622611925,239.01274986671322,75.5868062827737,28.192760468935273,2024,17072.0,1162,823,384,439,1241,136,27,0,0,1573,1011,164,171,537,0.4665856622114216,0.1313456889605157,0.6427209154481882,0.16221562809099901,0.16913946587537093,0.5311572700296736,"Census Tract 60, San Juan Municipio, Puerto Rico",85.79,16,1617.0,1106.0,328672.0,0.9596439169139466,0.9596439169139466,1.0250231696014829,1.0,true
72127006101,San Juan,389,60,1,8,26,29,5,2.0435285247190751e-07,0.02056555269922879,20.565552699228792,0.06683804627249357,66.83804627249357,0.07455012853470437,74.55012853470437,233.43944320130248,237.8004208639455,76.85670316783113,28.174198400222462,2024,11314.0,2565,1619,544,1075,2152,300,145,21,30,2569,1397,285,270,682,0.33600988264360715,0.23048327137546468,0.543791358505255,0.2040085898353615,0.19327129563350035,0.4881889763779528,"Census Tract 61.01, San Juan Municipio, Puerto Rico",99.35000000000001,13,3550.0,2263.0,563245.0,1.051228901391768,1.051228901391768,0.9448851774530271,1.0,true
